Item_Number,Temperature_A,Temperature_B,Temperature_C,Temperature_D,Time_in_Days,Humidity_A,Humidity_B,Humidity_C,Humidity_D,Medicine
3157,25,30,95,78,30,44,54,26,59,B
3158,10,68,39,11,63,56,65,66,51,B
3159,38,79,17,82,32,66,47,69,52,B
3160,67,64,31,11,68,32,26,61,65,A
3161,12,44,82,80,44,55,59,22,41,B
3162,75,23,38,66,82,40,23,57,40,A
3163,35,59,37,60,57,35,38,44,58,A
3164,87,3,59,4,60,38,65,43,67,B
3165,24,82,47,76,47,25,25,48,57,B
3166,72,66,33,18,45,59,66,21,64,A
3167,71,86,84,50,40,58,28,48,36,A
3168,21,68,7,35,69,45,63,51,58,B
3169,14,84,23,99,32,32,50,22,29,A
3170,95,85,6,21,86,64,42,50,50,B
3171,40,49,63,53,35,39,57,54,64,B
3172,27,61,12,49,61,45,26,47,24,B
3173,57,65,85,79,80,54,43,22,23,A
3174,3,8,4,39,30,65,30,42,29,B
3175,32,30,51,53,46,34,27,49,46,A
3176,57,46,35,14,75,57,22,64,39,B
3177,28,10,14,77,65,54,40,44,35,A
3178,18,77,78,98,57,52,68,50,62,B
3179,18,20,38,6,44,61,52,31,62,A
3180,67,58,75,67,37,37,25,63,37,A
3181,25,95,43,94,88,41,31,53,24,A
3182,66,41,17,61,55,20,44,53,35,B
3183,25,86,15,70,89,32,65,42,48,B
3184,65,68,99,14,82,25,60,60,53,A
3185,87,16,89,86,44,63,63,47,66,A
3186,63,81,69,3,31,29,27,29,29,A
3187,69,74,76,3,31,64,51,24,35,A
3188,92,64,58,50,80,34,27,50,21,A
3189,15,62,18,45,84,53,27,49,25,B
3190,27,49,46,51,82,39,43,32,64,A
3191,45,82,82,87,56,67,48,37,20,B
3192,64,24,93,88,55,49,33,69,64,B
3193,66,11,68,53,87,48,42,61,44,B
3194,34,63,36,29,79,34,31,36,30,B
3195,83,99,27,88,33,52,48,24,57,B
3196,2,46,99,25,73,28,51,22,54,B
3197,30,17,98,96,58,46,28,44,42,A
3198,56,20,24,87,43,38,66,20,68,A
3199,96,70,35,47,57,32,31,43,43,A
3200,7,97,68,59,33,45,62,39,48,A
3201,88,89,53,12,33,21,37,55,35,A
3202,18,16,71,44,31,31,65,38,63,B
3203,9,90,63,75,57,46,67,24,20,B
3204,25,27,67,9,81,46,25,43,68,A
3205,19,74,64,45,60,53,23,69,49,B
3206,86,18,43,45,42,31,68,67,65,B
3207,2,27,42,79,79,23,38,37,31,A
3208,47,11,90,62,44,33,61,53,30,B
3209,11,0,77,58,69,33,52,61,54,A
3210,97,8,57,98,65,39,49,46,52,B
3211,70,76,61,87,69,37,33,44,60,B
3212,79,95,5,4,64,38,62,49,22,B
3213,79,31,3,40,56,33,43,51,33,A
3214,51,70,43,98,73,52,30,57,64,B
3215,7,58,64,98,68,31,32,53,45,A
3216,39,84,13,95,65,62,63,67,30,A
3217,65,62,2,60,39,47,51,46,69,A
3218,21,30,95,23,64,38,21,41,43,A
3219,70,79,25,40,84,47,31,60,51,B
3220,77,71,27,56,39,40,23,59,60,A
3221,28,54,51,18,67,62,30,57,48,A
3222,20,69,16,11,48,25,30,34,50,A
3223,32,34,52,85,66,40,58,61,31,A
3224,60,96,16,33,43,67,23,48,53,A
3225,25,55,87,30,76,36,50,40,63,A
3226,64,71,26,86,37,51,52,62,65,B
3227,15,46,49,52,30,30,55,49,59,A
3228,24,10,27,47,34,26,57,31,22,B
3229,13,33,40,35,73,57,43,22,49,B
3230,37,34,21,16,35,56,58,44,24,B
3231,78,63,6,18,70,44,48,32,37,B
3232,58,40,35,82,42,56,21,59,21,B
3233,24,45,32,34,69,58,69,21,42,A
3234,68,58,80,9,60,33,64,65,36,B
3235,9,26,23,88,53,24,55,23,48,A
3236,43,58,23,18,77,21,51,69,28,A
3237,65,67,72,61,36,28,55,47,68,B
3238,71,74,48,7,50,61,24,60,52,A
3239,63,6,89,66,51,51,47,28,49,B
3240,62,19,83,35,57,57,28,63,22,B
3241,40,21,30,91,76,55,27,57,48,A
3242,57,50,47,5,72,62,57,20,32,A
3243,4,11,36,81,69,69,33,68,36,B
3244,20,84,9,31,70,23,64,44,41,B
3245,27,64,80,63,49,29,61,47,22,B
3246,37,47,98,73,77,22,37,38,58,B
3247,95,97,37,55,31,51,21,66,50,B
3248,16,45,14,57,73,30,68,30,68,B
3249,84,51,40,39,49,62,45,63,60,B
3250,61,71,51,85,76,34,53,52,41,A
3251,8,80,8,63,52,69,50,67,50,A
3252,87,37,49,42,50,57,41,42,60,B
3253,9,43,68,36,63,67,65,48,35,B
3254,74,27,73,41,67,44,50,67,29,B
3255,0,62,9,20,35,52,43,44,48,A
3256,10,29,25,90,51,43,39,62,59,A
3257,91,46,30,45,38,36,44,38,55,B
3258,27,27,27,42,40,30,54,67,43,B
3259,64,71,0,40,30,54,68,55,65,A
3260,14,7,26,64,79,68,48,45,67,B
3261,88,16,61,71,31,61,28,62,23,A
3262,65,11,50,93,45,47,44,40,34,A
3263,82,49,15,46,69,54,27,57,44,B
3264,25,58,25,70,86,67,28,67,52,B
3265,2,26,20,83,51,26,37,58,28,B
3266,89,49,4,82,37,65,21,59,41,A
3267,80,54,85,45,36,39,31,38,48,A
3268,16,97,82,49,53,23,41,44,27,B
3269,32,66,6,7,41,60,20,53,69,B
3270,28,95,56,37,58,36,24,32,64,A
3271,44,14,75,1,35,63,25,31,43,A
3272,29,60,27,37,87,38,21,51,27,A
3273,78,17,91,80,52,23,30,43,64,B
3274,72,97,55,35,84,34,59,64,39,A
3275,80,91,39,77,43,38,57,51,54,B
3276,97,4,72,71,84,59,59,60,52,B
3277,23,77,86,13,32,42,50,43,57,B
3278,61,15,45,17,83,63,58,64,31,A
3279,87,94,70,31,60,34,68,45,23,A
3280,77,84,22,2,30,26,68,46,49,B
3281,79,85,22,0,78,35,27,49,45,A
3282,58,0,91,53,73,26,27,62,46,B
3283,92,79,34,74,41,34,59,63,24,B
3284,50,92,69,16,63,29,67,28,30,A
3285,30,41,58,73,84,36,31,26,48,A
3286,48,15,2,55,61,54,40,60,43,B
3287,80,89,21,41,86,45,53,58,53,A
3288,14,32,51,24,31,46,48,36,36,B
3289,82,19,69,19,88,32,62,59,41,B
3290,77,4,0,26,85,42,34,66,25,A
3291,86,80,4,76,68,21,61,56,37,A
3292,79,83,23,7,60,49,59,56,52,A
3293,45,22,38,77,42,27,54,22,59,A
3294,57,37,28,59,66,45,20,58,44,B
3295,52,10,59,34,68,67,49,61,62,A
3296,6,58,51,64,63,57,24,35,21,B
3297,33,48,79,43,71,43,55,50,50,B
3298,70,4,13,45,63,34,28,34,64,B
3299,94,99,84,48,36,41,28,29,39,A
3300,95,21,33,93,61,39,65,26,55,A
3301,37,88,6,72,68,39,44,27,31,A
3302,64,48,71,21,42,22,31,28,55,B
3303,51,62,92,45,54,36,24,41,51,B
3304,28,17,96,62,45,57,40,26,21,B
3305,28,86,97,59,33,69,22,27,21,A
3306,79,83,28,21,53,60,38,27,41,B
3307,25,52,93,97,48,54,45,65,57,B
3308,84,35,68,94,59,43,48,45,57,A
3309,28,64,71,94,51,44,47,64,53,A
3310,1,14,2,81,82,38,64,37,36,A
3311,27,86,23,52,55,26,48,25,39,A
3312,94,17,22,25,89,34,66,33,68,A
3313,28,62,32,38,82,36,23,24,46,B
3314,81,20,77,24,71,66,55,32,24,B
3315,48,81,18,40,70,23,28,59,66,A
3316,29,3,50,45,47,43,57,68,32,A
3317,99,5,6,29,77,25,29,66,55,A
3318,73,9,34,82,63,31,58,67,30,A
3319,67,8,33,10,74,36,35,30,27,B
3320,34,25,24,64,81,59,25,38,31,B
3321,13,32,59,1,77,43,28,30,20,B
3322,64,14,51,58,49,50,22,20,23,B
3323,52,46,40,47,66,48,59,36,68,A
3324,5,26,68,72,79,54,64,48,35,B
3325,94,30,10,53,50,23,68,48,27,A
3326,20,57,8,95,50,24,20,60,58,A
3327,45,19,55,33,67,20,23,39,35,B
3328,91,9,23,62,47,63,62,33,33,A
3329,13,67,19,58,78,24,64,69,44,B
3330,88,22,32,83,58,24,54,68,33,B
3331,21,85,96,82,67,21,28,64,39,A
3332,46,40,8,10,72,31,22,32,24,B
3333,59,86,75,99,37,22,43,57,46,A
3334,11,12,8,89,86,64,43,66,45,A
3335,50,95,74,66,55,68,50,59,25,B
3336,82,66,69,70,69,33,37,44,21,A
3337,59,38,38,11,56,38,20,51,54,B
3338,91,52,59,13,48,32,35,24,33,A
3339,8,68,71,44,73,27,40,26,34,B
3340,79,25,67,91,76,68,40,55,34,A
3341,63,98,10,86,57,69,29,58,66,A
3342,29,14,97,95,76,46,54,46,49,A
3343,6,38,16,23,56,32,69,56,46,B
3344,58,26,67,5,84,50,62,33,68,B
3345,43,54,88,84,38,52,30,53,25,A
3346,1,28,3,51,55,56,54,34,26,A
3347,43,90,41,3,46,23,51,46,41,B
3348,67,68,43,3,59,66,33,35,39,A
3349,31,47,49,73,84,20,50,56,48,B
3350,82,37,40,34,63,60,26,65,59,B
3351,98,28,17,40,87,47,39,28,44,A
3352,37,9,62,79,56,49,26,66,20,A
3353,63,89,0,14,45,28,58,46,32,B
3354,78,2,11,44,63,25,39,46,41,B
3355,6,65,31,21,70,45,40,48,38,B
3356,12,58,4,76,68,59,43,58,46,A
3357,91,71,58,23,89,43,25,25,37,A
3358,75,12,0,62,61,23,45,65,52,B
3359,60,60,57,60,37,45,47,67,59,B
3360,33,21,66,52,81,68,37,31,64,A
3361,56,76,47,81,70,60,53,27,46,B
3362,1,94,87,69,55,56,51,37,43,A
3363,63,3,6,3,48,24,42,31,48,B
3364,34,89,49,40,30,27,33,64,23,A
3365,56,40,31,42,79,61,49,69,47,A
3366,28,0,13,66,36,56,40,41,58,A
3367,51,21,28,77,43,60,66,42,38,B
3368,87,86,60,29,52,38,27,43,57,B
3369,97,86,32,73,69,33,48,33,35,A
3370,78,36,71,56,86,42,69,64,59,A
3371,97,33,24,68,32,37,33,41,49,A
3372,56,28,86,0,71,44,69,37,39,A
3373,83,43,81,59,83,48,28,53,57,B
3374,87,83,14,67,56,45,32,37,35,B
3375,23,27,48,53,72,63,69,33,27,B
3376,68,69,41,99,86,38,55,44,64,A
3377,5,3,97,93,85,60,69,42,55,B
3378,63,1,82,68,45,38,38,54,60,A
3379,1,42,46,90,48,33,64,31,39,B
3380,48,95,75,44,72,52,69,24,52,A
3381,93,74,63,7,79,62,39,61,26,B
3382,38,50,36,20,54,44,51,55,59,B
3383,47,42,0,20,56,69,46,43,23,A
3384,90,26,52,71,78,47,43,40,53,B
3385,18,75,24,96,86,58,40,60,50,A
3386,83,83,55,13,30,44,46,69,60,A
3387,43,62,82,7,77,20,49,37,63,A
3388,33,23,28,1,39,28,61,56,66,B
3389,74,14,1,30,40,48,22,22,56,A
3390,41,82,16,63,66,27,41,25,24,B
3391,52,99,17,73,68,50,63,47,57,B
3392,89,7,78,73,41,58,32,61,57,B
3393,92,0,14,9,39,39,48,52,38,B
3394,73,53,6,63,69,34,31,69,39,B
3395,83,0,84,12,55,61,37,43,30,A
3396,77,11,93,61,49,41,65,46,56,B
3397,70,97,9,19,47,31,33,61,28,A
3398,53,50,6,99,52,66,53,55,46,A
3399,44,74,22,7,73,55,48,21,56,B
3400,56,19,60,54,85,41,40,68,32,A
3401,25,74,16,24,66,59,42,68,34,A
3402,56,10,1,48,89,37,52,43,59,A
3403,78,71,7,7,87,45,46,31,27,B
3404,61,72,3,36,74,21,66,23,57,B
3405,86,95,99,19,65,34,53,47,55,B
3406,24,79,78,65,77,59,58,43,66,A
3407,13,83,72,75,81,68,53,33,22,B
3408,13,70,82,77,86,53,68,67,50,A
3409,63,4,68,69,74,66,56,53,31,A
3410,20,53,5,58,68,44,32,46,22,B
3411,55,45,1,37,69,53,47,46,60,A
3412,40,54,47,1,75,60,27,57,28,A
3413,39,31,84,22,68,38,43,61,52,B
3414,26,62,21,87,30,32,53,37,50,B
3415,30,33,92,70,43,21,43,67,37,A
3416,11,7,36,62,59,24,64,25,52,B
3417,78,52,61,66,60,29,58,48,28,A
3418,67,9,23,35,43,28,43,54,57,A
3419,38,81,50,51,39,63,30,62,28,A
3420,15,40,99,74,60,37,42,26,33,A
3421,48,52,95,57,55,41,22,46,51,B
3422,14,21,34,7,86,47,46,47,42,B
3423,69,92,20,89,50,46,35,67,24,A
3424,87,80,99,3,74,52,26,44,23,B
3425,67,45,35,19,40,52,49,24,23,A
3426,60,82,23,19,86,61,67,61,24,B
3427,67,74,36,40,79,65,57,47,66,A
3428,95,62,64,46,51,44,39,69,36,B
3429,67,74,50,4,44,25,33,28,54,A
3430,23,7,5,73,41,27,39,20,49,B
3431,42,35,38,23,39,31,39,41,32,B
3432,48,20,47,96,31,26,42,60,59,A
3433,17,55,93,55,86,53,34,57,61,A
3434,30,29,80,4,56,47,28,34,56,B
3435,64,15,50,92,82,45,63,22,67,A
3436,20,88,24,30,52,69,45,37,20,B
3437,69,27,61,27,85,39,69,55,21,A
3438,76,63,6,75,83,20,56,46,28,A
3439,60,38,72,63,32,22,51,35,48,B
3440,54,51,93,26,62,61,36,39,42,A
3441,0,69,3,35,34,57,65,58,63,A
3442,34,99,97,8,87,31,41,26,42,B
3443,71,67,87,18,65,29,50,22,38,A
3444,51,23,80,48,39,33,62,57,64,A
3445,94,47,81,45,58,68,52,26,41,A
3446,84,4,18,47,82,69,60,52,51,A
3447,70,27,78,24,79,64,62,33,59,B
3448,83,9,71,95,30,49,50,20,58,B
3449,40,65,62,83,62,26,65,37,26,B
3450,45,16,87,37,32,64,65,30,42,B
3451,30,66,91,64,77,51,58,59,63,B
3452,36,44,0,73,78,52,38,67,28,B
3453,68,79,25,41,75,62,38,28,32,B
3454,94,91,53,71,85,47,55,56,50,B
3455,85,23,26,30,86,41,25,21,68,A
3456,88,28,37,51,60,35,69,68,64,A
3457,12,12,58,96,86,27,68,33,55,A
3458,2,92,85,88,75,21,26,31,23,A
3459,11,99,74,28,47,57,53,31,37,B
3460,3,27,21,29,33,39,65,41,44,B
3461,40,12,65,23,68,58,64,22,22,A
3462,51,96,71,41,36,60,58,37,23,B
3463,7,77,85,85,84,38,23,46,52,B
3464,10,25,18,3,60,62,52,35,47,A
3465,77,59,52,27,51,38,61,39,42,A
3466,79,96,34,16,83,40,64,43,33,B
3467,85,36,66,27,68,28,46,58,69,B
3468,47,44,39,94,39,60,31,41,57,B
3469,39,4,13,91,62,36,55,32,51,A
3470,53,94,99,62,73,26,51,46,47,B
3471,64,61,40,9,88,62,61,29,26,B
3472,35,81,81,13,33,30,49,68,62,B
3473,30,8,20,63,43,50,57,20,59,A
3474,67,8,9,93,37,68,39,20,33,B
3475,17,47,97,5,64,65,54,30,50,A
3476,57,5,47,37,76,52,40,33,56,A
3477,81,61,65,72,36,66,35,31,65,B
3478,83,70,9,81,53,26,30,50,60,A
3479,55,77,78,15,64,26,64,61,40,B
3480,71,83,31,55,30,42,69,26,56,B
3481,79,10,70,7,46,24,60,44,31,B
3482,24,29,57,58,62,33,42,65,58,B
3483,8,58,13,48,53,65,41,59,33,B
3484,60,55,92,94,76,24,24,60,28,A
3485,0,77,0,99,37,48,54,66,40,A
3486,20,35,66,21,73,25,42,24,52,B
3487,21,29,83,89,84,41,46,32,68,A
3488,86,71,66,1,66,61,69,56,66,B
3489,13,7,43,2,49,58,59,37,22,A
3490,78,32,38,78,57,68,42,43,68,B
3491,89,53,95,0,82,31,63,21,51,B
3492,41,48,66,52,61,23,63,52,52,A
3493,84,92,2,94,88,58,54,33,62,B
3494,72,78,30,50,60,39,54,57,63,A
3495,86,88,63,31,67,36,53,21,30,A
3496,54,14,56,17,51,44,54,41,56,B
3497,37,60,18,46,45,20,28,65,42,A
3498,81,56,41,63,84,64,46,31,40,A
3499,9,74,23,16,75,63,28,61,27,A
3500,25,61,77,22,71,62,32,20,45,B
3501,97,58,44,79,46,56,48,48,62,A
3502,94,21,52,72,89,29,24,63,30,B
3503,38,99,81,57,80,50,57,40,46,B
3504,78,98,17,63,82,53,20,53,38,B
3505,57,56,92,80,56,36,62,42,31,B
3506,50,51,72,6,39,69,35,29,51,B
3507,64,27,72,3,88,68,39,53,67,A
3508,9,59,72,85,84,37,40,22,53,B
3509,51,57,36,48,67,48,35,66,35,A
3510,43,66,70,88,65,65,69,39,24,B
3511,87,60,51,17,79,37,65,48,38,A
3512,47,10,70,53,32,58,47,33,26,A
3513,53,66,16,60,77,24,53,31,51,A
3514,94,17,67,56,30,30,46,56,38,B
3515,13,35,26,94,89,67,35,57,27,B
3516,21,30,74,91,74,61,40,24,57,A
3517,45,44,63,43,43,52,64,45,52,A
3518,58,98,36,28,45,68,41,33,20,A
3519,13,36,12,72,52,65,56,69,42,B
3520,37,83,97,41,46,29,31,45,41,A
3521,98,10,81,67,37,25,35,30,65,B
3522,0,56,78,7,64,67,30,46,57,B
3523,6,20,16,5,38,49,33,53,46,A
3524,16,5,72,93,46,62,33,48,44,B
3525,42,57,52,32,50,48,53,56,26,A
3526,62,4,31,90,61,24,20,41,41,A
3527,80,38,46,79,73,22,41,34,64,B
3528,21,22,26,18,68,69,55,53,43,A
3529,96,35,72,82,49,45,43,64,25,A
3530,14,14,24,93,76,34,58,45,67,A
3531,38,20,20,87,63,52,52,29,55,A
3532,74,48,51,76,51,67,56,56,24,A
3533,50,37,11,60,62,56,61,28,58,B
3534,5,45,98,97,63,54,25,43,39,B
3535,98,15,39,27,36,51,52,64,26,A
3536,35,84,41,89,71,37,29,69,31,B
3537,87,1,21,78,49,33,45,48,58,B
3538,88,64,29,57,38,54,29,59,47,B
3539,80,53,92,41,47,45,26,63,21,A
3540,1,34,73,52,82,50,61,28,61,B
3541,95,25,70,9,65,46,31,57,46,A
3542,59,26,97,42,84,50,45,38,61,B
3543,78,47,59,21,56,55,58,42,58,A
3544,63,91,42,64,77,43,41,50,38,B
3545,79,43,47,52,51,34,64,60,35,A
3546,50,61,59,21,34,57,38,40,25,A
3547,68,13,26,8,46,25,25,63,51,B
3548,22,24,0,89,38,68,32,56,64,A
3549,42,31,93,77,78,56,27,31,39,A
3550,90,16,35,64,84,42,48,46,42,B
3551,27,68,5,31,44,37,25,68,60,B
3552,42,16,42,19,70,62,62,20,35,A
3553,45,82,20,93,39,53,55,36,43,A
3554,29,51,28,0,61,58,68,36,65,B
3555,12,74,40,58,52,26,23,59,52,A
3556,17,62,86,36,61,39,24,50,24,B
3557,80,88,89,83,58,61,63,31,65,A
3558,35,10,58,81,55,50,47,62,23,A
3559,17,16,12,85,34,46,58,29,69,B
3560,43,7,80,20,59,32,28,27,68,A
3561,70,64,66,60,73,53,48,61,40,A
3562,26,9,55,65,54,60,21,63,43,A
3563,33,55,57,46,82,59,66,61,53,B
3564,9,7,93,83,30,32,23,42,62,A
3565,11,93,31,55,54,32,33,42,32,A
3566,6,63,38,19,34,37,66,37,48,B
3567,24,34,62,98,63,21,35,51,66,A
3568,55,40,28,4,61,69,44,68,45,B
3569,74,5,0,5,39,45,60,25,42,B
3570,5,89,27,73,42,24,35,46,39,B
3571,87,57,2,22,81,54,25,35,66,A
3572,63,25,86,37,89,52,40,34,47,B
3573,26,57,12,29,84,48,33,49,65,A
3574,69,2,11,46,63,59,20,65,60,B
3575,5,71,83,25,36,57,25,33,53,A
3576,96,67,10,82,37,44,30,35,67,B
3577,93,46,44,84,62,30,54,53,43,A
3578,46,82,43,13,61,32,46,24,38,B
3579,90,91,63,71,50,47,60,56,50,A
3580,97,34,90,73,60,35,35,31,69,B
3581,11,88,28,44,59,33,69,31,43,B
3582,59,4,1,23,64,67,42,61,24,B
3583,21,91,62,31,56,60,66,24,41,A
3584,32,91,9,86,41,47,67,64,51,A
3585,20,61,55,21,36,20,65,51,56,A
3586,50,18,52,77,88,64,23,28,68,B
3587,27,67,12,54,84,59,65,24,61,A
3588,80,73,28,25,79,37,30,65,55,A
3589,60,51,47,36,84,40,21,67,59,B
3590,58,72,35,53,49,63,58,57,24,B
3591,92,55,49,74,75,20,40,34,37,B
3592,88,6,39,63,89,51,50,33,66,B
3593,83,39,83,81,87,24,25,53,65,B
3594,40,33,7,26,37,56,68,31,26,B
3595,98,62,35,48,30,59,64,61,42,B
3596,72,21,42,23,73,46,45,23,23,A
3597,70,86,49,73,32,60,64,30,42,A
3598,25,84,27,37,83,20,32,64,36,B
3599,42,29,46,47,53,59,34,23,40,B
3600,77,33,23,52,85,66,43,52,21,A
3601,43,91,64,36,41,35,52,28,62,A
3602,26,33,60,88,74,60,44,62,33,B
3603,87,50,73,54,46,46,35,32,43,A
3604,97,65,50,17,49,32,60,49,62,B
3605,71,6,46,37,37,38,59,25,28,B
3606,64,84,47,33,52,62,51,25,41,A
3607,71,55,35,52,74,44,66,55,20,B
3608,32,56,70,51,72,31,33,50,36,B
3609,37,21,34,3,34,51,68,66,64,A
3610,59,38,31,60,50,40,55,64,33,A
3611,6,97,32,59,78,45,50,29,46,A
3612,79,72,3,16,76,45,60,54,67,A
3613,42,95,32,71,52,27,48,61,40,B
3614,92,55,62,21,64,41,62,36,65,A
3615,16,45,50,47,45,22,56,44,51,A
3616,69,13,49,52,68,45,56,61,21,A
3617,81,96,97,98,87,45,62,56,67,A
3618,32,65,22,11,51,60,54,35,54,B
3619,87,68,61,44,58,58,50,63,33,A
3620,22,64,77,71,42,60,46,48,49,A
3621,78,60,8,73,57,60,50,33,62,A
3622,75,66,69,28,55,36,58,54,52,A
3623,42,83,54,54,68,31,27,68,49,A
3624,92,92,57,69,72,61,33,25,68,A
3625,47,76,23,41,66,31,58,66,55,B
3626,27,11,74,0,54,30,55,32,34,B
3627,56,17,73,45,34,36,20,33,62,A
3628,39,11,89,3,72,53,59,68,31,A
3629,71,3,61,54,51,50,21,33,66,A
3630,6,88,92,43,45,39,26,63,35,B
3631,93,15,43,38,74,50,63,53,44,B
3632,32,14,84,44,43,44,51,39,38,A
3633,44,85,84,73,67,36,68,36,46,A
3634,39,18,81,21,73,37,58,36,45,B
3635,89,53,23,26,78,24,20,21,55,A
3636,91,91,16,87,72,21,22,28,67,A
3637,10,30,25,48,75,28,56,69,44,B
3638,60,51,72,82,63,64,47,48,29,A
3639,31,99,2,77,80,26,62,60,28,B
3640,4,85,7,86,72,57,53,49,53,A
3641,99,41,45,83,78,33,68,32,26,B
3642,89,38,19,56,67,26,46,63,46,A
3643,72,33,27,48,40,40,22,67,52,B
3644,40,11,39,40,74,21,41,69,66,B
3645,75,86,83,73,85,57,55,57,48,A
3646,85,12,19,49,88,54,35,35,62,A
3647,65,66,73,20,50,49,50,42,20,A
3648,27,24,87,66,32,67,35,40,28,B
3649,83,6,85,6,75,68,37,69,35,B
3650,98,10,29,17,63,28,33,35,67,B
3651,97,53,79,42,60,24,24,51,61,B
3652,72,49,65,6,52,49,35,63,45,B
3653,38,55,86,79,53,20,67,54,28,A
3654,13,93,10,62,35,21,47,39,30,A
3655,22,39,55,86,42,61,64,41,23,B
3656,60,42,6,66,81,68,55,64,48,A
3657,35,9,59,6,42,39,36,34,29,B
3658,81,11,49,31,83,44,49,34,40,B
3659,67,86,4,66,75,56,23,35,24,A
3660,72,83,75,63,74,47,47,52,59,A
3661,18,64,31,31,36,50,27,58,59,B
3662,38,50,76,48,48,33,32,48,59,A
3663,80,22,17,91,68,61,58,32,61,B
3664,30,53,66,0,86,32,54,57,56,B
3665,65,69,37,12,73,25,49,67,46,A
3666,65,21,92,30,53,25,64,44,49,B
3667,11,5,42,56,44,43,42,52,38,A
3668,94,32,34,89,46,62,47,43,27,A
3669,58,79,52,33,44,40,61,43,54,B
3670,94,36,5,70,41,57,30,51,26,B
3671,88,38,46,12,74,31,60,56,63,B
3672,65,42,37,19,54,51,35,37,59,A
3673,67,98,83,37,82,20,41,48,37,B
3674,43,3,62,27,89,45,46,46,40,A
3675,5,49,76,43,50,31,25,69,32,B
3676,41,2,93,93,80,66,37,36,64,B
3677,38,65,13,30,51,67,62,43,28,B
3678,17,1,8,36,85,32,44,56,30,B
3679,37,59,13,7,62,20,36,41,36,A
3680,66,67,62,22,63,54,53,58,33,B
3681,99,47,31,15,69,59,54,44,36,B
3682,76,94,17,27,37,30,49,65,31,A
3683,25,36,26,83,64,40,38,42,37,B
3684,80,96,44,84,72,26,59,62,62,A
3685,74,40,85,16,73,69,40,24,55,A
3686,31,76,19,67,69,24,51,33,69,A
3687,61,92,29,10,81,37,20,23,33,B
3688,7,26,74,55,72,38,62,65,68,A
3689,73,82,35,54,70,60,61,53,68,B
3690,42,20,49,12,31,67,42,44,68,A
3691,11,56,51,65,59,39,47,24,24,B
3692,49,26,34,81,40,62,58,39,45,B
3693,23,30,92,91,89,36,49,23,67,B
3694,51,71,16,85,52,65,65,41,35,B
3695,96,14,50,60,80,65,22,65,29,A
3696,7,60,34,27,86,50,28,53,39,B
3697,48,26,27,1,89,47,36,56,37,B
3698,61,89,63,43,66,64,55,60,59,B
3699,57,88,33,90,71,49,28,44,33,B
3700,44,56,69,98,39,52,49,58,54,B
3701,70,8,24,60,63,49,34,38,40,A
3702,2,43,86,12,61,44,45,44,27,B
3703,91,88,37,54,37,49,31,52,47,A
3704,86,10,25,20,53,58,24,47,65,B
3705,18,38,54,54,56,64,65,45,34,A
3706,50,6,95,0,85,25,30,27,51,A
3707,67,51,60,75,46,64,66,40,44,B
3708,31,23,65,23,87,64,56,22,56,B
3709,27,6,19,48,54,22,35,31,53,A
3710,97,68,26,85,66,38,22,22,26,B
3711,16,88,11,8,37,49,67,32,44,A
3712,56,53,55,42,46,34,37,51,69,A
3713,52,22,6,83,61,43,47,26,48,A
3714,66,19,77,92,67,65,35,68,24,A
3715,68,88,34,69,41,26,43,62,52,A
3716,35,18,13,51,59,32,20,41,63,B
3717,41,21,12,99,41,61,30,62,63,A
3718,53,52,20,81,50,48,20,40,23,B
3719,4,79,24,32,40,22,43,29,57,A
3720,28,2,14,4,34,53,40,49,65,A
3721,58,30,65,88,37,28,34,24,21,A
3722,78,3,74,81,55,25,26,65,67,B
3723,83,10,83,47,38,40,40,45,31,A
3724,42,57,78,13,73,41,67,29,42,A
3725,55,87,24,0,52,38,65,31,56,B
3726,67,76,82,32,89,64,41,50,36,B
3727,36,33,23,97,77,22,45,67,24,B
3728,77,18,14,69,82,26,61,53,64,A
3729,16,39,2,14,41,53,56,47,64,B
3730,2,35,2,8,34,26,44,60,23,A
3731,10,28,39,53,82,37,65,21,52,B
3732,71,90,21,3,58,49,53,48,68,A
3733,42,70,84,7,55,31,29,61,46,A
3734,76,3,49,90,78,54,37,52,20,A
3735,72,11,82,21,75,44,30,26,33,A
3736,8,90,27,30,43,50,29,25,59,B
3737,77,84,38,66,51,38,39,26,66,B
3738,17,2,47,4,55,58,27,42,36,A
3739,73,1,69,16,35,61,46,64,39,B
3740,52,30,39,27,33,30,37,38,52,B
3741,29,3,30,52,45,59,36,24,20,A
3742,97,42,95,86,56,44,31,42,35,A
3743,59,53,50,98,32,21,48,26,68,B
3744,79,41,21,93,46,34,34,27,23,A
3745,42,66,77,44,66,66,29,55,31,B
3746,98,56,7,44,69,20,68,69,46,B
3747,65,34,87,56,46,35,41,25,21,A
3748,6,62,72,57,79,68,60,23,37,A
3749,97,88,32,17,43,31,56,45,29,B
3750,44,80,98,30,55,53,41,59,68,B
3751,43,94,37,55,86,28,64,58,45,A
3752,62,71,75,13,70,48,47,52,46,A
3753,13,8,52,92,73,39,56,64,20,B
3754,72,42,80,68,32,58,38,57,67,B
3755,81,84,24,2,68,23,37,61,39,A
3756,66,32,65,42,79,20,53,26,57,B
3757,40,95,49,33,75,29,48,38,58,B
3758,76,20,59,83,45,40,27,63,20,B
3759,11,35,73,26,77,64,38,55,33,A
3760,10,73,49,30,45,69,40,46,34,A
3761,43,54,45,80,40,43,40,26,58,A
